State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Utah,Cache County," 112,656 "," 18,763 "," 34,780 "," 18,297 "," 4,804 "," 13,197 "," 4,726 "," 46,830 "," 16,448 "," 42,251 ", 262 , 816 , 144 , 230 ," 3,126 "," 4,227 ", 957 ," 27,909 ", 131 , 330 , 58 , 132 ," 1,834 "," 2,464 ", 482 , 453 , 0 , 4 , -   , -   , 23 , 29 , 6 ," 100,397 ", 697 ," 2,122 ", 436 , 450 , 900 ," 3,151 "," 1,100 ",,
Utah,Carbon County," 21,403 "," 2,779 "," 4,425 "," 2,526 ", 967 ," 1,583 ", 829 ," 9,410 "," 3,161 "," 8,688 ", 38 , 55 , 10 , 107 , 513 ," 1,135 ", 413 ," 6,227 ", 23 , 24 , 5 , 74 , 329 , 744 , 226 , 803 , 5 , 2 , -   , 14 , 138 , 333 , 78 ," 19,757 ", 93 , 125 , 23 , 70 , 141 , 492 , 475 ,,
Utah,Daggett County," 1,059 ", 529 , 529 , 529 , 81 , 81 , 81 , 529 , 81 , 508 , 2 , 2 , 1 , 4 , 13 , 16 , -   , 508 , 2 , 2 , 1 , 4 , 13 , 16 , -   , 508 , 2 , 4 , 1 , 8 , 26 , 33 , -   ," 1,016 ", 4 , 4 , 1 , 2 , 3 , 12 , -   ,,
Utah,Davis County," 306,479 "," 48,363 "," 112,017 "," 48,363 "," 7,107 "," 20,461 "," 7,107 "," 116,668 "," 21,030 "," 105,746 "," 1,354 "," 2,052 ", 629 , 492 ," 6,396 "," 8,938 "," 1,805 "," 48,813 ", 468 , 850 , 259 , 175 ," 2,153 "," 2,983 ", 563 , -   , -   , -   , -   , -   , -   , -   , -   ," 275,956 "," 3,702 "," 5,416 "," 1,813 ", 980 ," 1,959 "," 6,857 "," 2,076 ",,
Utah,Duchesne County," 18,607 "," 2,236 "," 3,594 "," 1,556 ", 625 ," 1,005 ", 381 ," 7,363 "," 2,223 "," 6,657 ", 14 , 18 , 18 , 285 , 371 , 394 , 258 ," 5,190 ", 11 , 13 , 15 , 170 , 229 , 251 , 194 ," 1,042 ", 2 , 5 , 6 , 45 , 120 , 136 , 78 ," 16,589 ", 44 , 52 , 51 , 94 , 187 , 655 , 297 ,,
Utah,Emery County," 10,976 "," 1,872 "," 2,299 "," 1,619 ", 632 , 791 , 548 ," 4,297 "," 1,409 "," 4,043 ", 8 , 17 , 1 , 26 , 202 , 251 , 119 ," 2,814 ", 5 , 11 , 1 , 13 , 158 , 192 , 84 , 681 , 2 , 8 , -   , 10 , 259 , 293 , 53 ," 10,309 ", 26 , 38 , 9 , 30 , 59 , 208 , 136 ,,
Utah,Garfield County," 5,172 "," 1,551 "," 1,551 "," 1,258 ", 559 , 559 , 464 ," 2,061 ", 770 ," 1,925 ", 8 , 29 , 5 , 35 , 59 , 103 , 31 ," 1,655 ", 7 , 28 , 5 , 29 , 53 , 88 , 25 ," 1,445 ", 5 , 53 , 7 , 51 , 89 , 159 , 43 ," 4,869 ", 22 , 61 , 10 , 11 , 21 , 74 , 35 ,,
Utah,Grand County," 9,225 ", 370 ," 1,558 ", 319 , 115 , 520 , 96 ," 3,521 "," 1,333 "," 3,224 ", 10 , 27 , 1 , 109 , 150 , 281 , 112 ," 2,004 ", 6 , 16 , 1 , 43 , 75 , 119 , 62 , 101 , 0 , 5 , -   , 0 , 8 , 9 , 8 ," 8,207 ", 29 , 77 , 3 , 45 , 91 , 318 , 128 ,,
Utah,Iron County," 46,163 "," 9,172 "," 13,007 "," 8,521 "," 4,060 "," 5,900 "," 3,746 "," 19,485 "," 7,945 "," 17,650 ", 91 , 149 , 64 , 431 ," 1,101 "," 1,552 ", 612 ," 13,584 ", 59 , 113 , 48 , 287 , 776 ," 1,141 ", 451 , 622 , 1 , 5 , 4 , 31 , 142 , 232 , 58 ," 41,848 ", 227 , 349 , 139 , 180 , 360 ," 1,260 ", 704 ,,
Utah,Juab County," 10,246 "," 2,382 "," 3,350 "," 1,553 ", 667 , 932 , 395 ," 4,732 "," 1,382 "," 4,547 ", 11 , 11 , 6 , 43 , 114 , 165 , 76 ," 3,618 ", 9 , 8 , 6 , 39 , 83 , 131 , 59 , 897 , -   , 2 , 4 , 64 , 52 , 94 , 35 ," 9,831 ", 25 , 22 , 15 , 18 , 35 , 124 , 88 ,,
Utah,Kane County," 7,125 "," 1,770 "," 2,523 "," 1,329 ", 512 , 751 , 328 ," 3,036 ", 931 ," 2,903 ", 7 , 15 , 0 , 47 , 64 , 110 , 53 ," 2,129 ", 3 , 13 , 0 , 40 , 48 , 84 , 41 , 585 , 2 , 10 , 1 , 57 , 28 , 28 , 30 ," 6,816 ", 16 , 31 , 1 , 13 , 26 , 91 , 60 ,,
Utah,Millard County," 12,503 "," 1,357 "," 1,357 ", 122 , 314 , 314 , 23 ," 4,724 "," 1,468 "," 4,162 ", 5 , 32 , 3 , 52 , 469 , 559 , 124 ," 3,299 ", 2 , 20 , 3 , 39 , 236 , 295 , 90 ," 1,267 ", -   , 7 , 3 , 44 , 125 , 150 , 80 ," 10,950 ", 12 , 76 , 15 , 73 , 145 , 508 , 142 ,,
Utah,Morgan County," 9,469 ", 17 , 17 , 0 , 3 , 3 , 0 ," 4,317 ", 806 ," 4,219 ", 8 , 16 , 5 , 9 , 61 , 92 , 26 ," 2,973 ", 5 , 14 , 2 , 8 , 38 , 58 , 16 , 17 , -   , -   , -   , -   , -   , 0 , 0 ," 9,234 ", 16 , 34 , 10 , 9 , 18 , 61 , 30 ,,
Utah,Piute County," 1,556 ", 778 , 778 , 485 , 372 , 372 , 209 , 778 , 372 , 737 , 1 , 3 , 1 , 3 , 33 , 54 , 24 , 737 , 1 , 3 , 1 , 3 , 33 , 54 , 24 , 737 , 1 , 6 , 2 , 5 , 67 , 109 , 48 ," 1,474 ", 2 , 6 , 2 , 4 , 7 , 25 , 28 ,,
Utah,Rich County," 2,264 "," 1,132 "," 1,132 "," 1,087 ", 392 , 392 , 379 ," 1,132 ", 392 ," 1,098 ", -   , 3 , 1 , 8 , 22 , 48 , 11 ," 1,098 ", -   , 3 , 1 , 8 , 22 , 48 , 11 ," 1,098 ", -   , 7 , 1 , 16 , 44 , 96 , 22 ," 2,196 ", -   , 7 , 1 , 3 , 6 , 21 , 13 ,,
Utah,Salt Lake County," 1,029,655 "," 58,996 "," 307,036 "," 58,996 "," 13,495 "," 76,452 "," 13,495 "," 314,188 "," 77,493 "," 258,784 "," 4,757 "," 10,074 "," 4,556 "," 2,567 "," 33,451 "," 49,949 "," 6,589 "," 54,823 "," 1,032 "," 1,890 ", 707 , 387 ," 5,711 "," 8,700 "," 1,026 ", -   , -   , -   , -   , -   , -   , -   , -   ," 836,074 "," 16,404 "," 33,987 "," 15,781 "," 6,370 "," 12,741 "," 44,593 "," 7,578 ",,
Utah,San Juan County," 14,746 "," 3,682 "," 3,682 "," 2,755 "," 2,221 "," 2,221 "," 1,643 "," 6,394 "," 3,198 "," 2,669 ", 10 , 13 , 2 ," 3,528 ", 173 , 215 , 318 ," 1,824 ", 4 , 7 , 2 ," 3,281 ", 128 , 150 , 287 , 649 , 2 , 3 , 1 ," 5,928 ", 130 , 172 , 480 ," 6,759 ", 25 , 37 , 5 , 396 , 792 ," 2,772 ", 365 ,,
Utah,Sanpete County," 27,822 "," 2,884 "," 5,085 "," 2,002 "," 1,133 "," 2,199 ", 769 ," 10,983 "," 4,461 "," 9,914 ", 93 , 31 , 42 , 135 , 768 ," 1,053 ", 271 ," 6,598 ", 69 , 15 , 15 , 107 , 565 , 770 , 182 , 823 , 3 , 1 , 7 , 24 , 91 , 130 , 50 ," 25,158 ", 229 , 150 , 138 , 107 , 215 , 751 , 312 ,,
Utah,Sevier County," 20,802 ", 325 ," 1,803 ", 119 , 137 , 865 , 61 ," 7,782 "," 2,831 "," 7,396 ", 15 , 26 , 15 , 83 , 247 , 308 , 276 ," 4,652 ", 7 , 18 , 11 , 42 , 139 , 190 , 165 , 190 , 3 , 1 , 6 , 1 , 19 , 42 , 10 ," 19,734 ", 39 , 67 , 36 , 46 , 93 , 324 , 317 ,,
Utah,Summit County," 36,324 "," 5,744 "," 8,219 "," 4,254 "," 1,031 "," 1,412 ", 695 ," 15,088 "," 2,235 "," 14,137 ", 48 , 155 , 15 , 50 , 682 ," 1,021 ", 69 ," 10,937 ", 33 , 92 , 10 , 39 , 491 , 664 , 58 ," 1,412 ", 3 , 7 , 10 , 20 , 296 , 325 , 34 ," 32,890 ", 154 , 446 , 38 , 140 , 280 , 979 , 80 ,,
Utah,Tooele County," 58,218 "," 7,503 "," 13,301 "," 7,093 "," 1,981 "," 3,947 "," 1,860 "," 24,433 "," 6,371 "," 22,242 ", 173 , 156 , 84 , 232 ," 1,547 "," 2,729 ", 644 ," 15,116 ", 106 , 110 , 47 , 163 , 980 ," 1,830 ", 381 , 944 , 14 , 35 , 22 , 84 , 96 , 136 , 76 ," 52,804 ", 406 , 374 , 220 , 221 , 441 ," 1,545 ", 741 ,,
Utah,Uintah County," 32,588 "," 4,010 "," 6,359 "," 3,021 "," 1,349 "," 1,969 ", 970 ," 14,129 "," 4,299 "," 12,150 ", 54 , 63 , 35 ," 1,199 ", 629 , 959 , 431 ," 9,885 ", 43 , 50 , 29 ," 1,024 ", 468 , 667 , 316 , 784 , 4 , 2 , 5 , 437 , 138 , 155 , 54 ," 28,232 ", 121 , 166 , 74 , 200 , 400 ," 1,398 ", 495 ,,
Utah,Utah County," 516,564 "," 87,753 "," 176,683 "," 87,424 "," 21,208 "," 51,182 "," 21,157 "," 194,256 "," 54,551 "," 175,546 ", 955 ," 2,396 "," 1,401 "," 1,026 "," 12,932 "," 18,939 "," 3,025 "," 92,736 ", 477 ," 1,114 ", 711 , 478 ," 5,982 "," 8,653 "," 1,272 ", 253 , -   , 13 , -   , 5 , 142 , 158 , 8 ," 461,775 "," 2,799 "," 7,032 "," 3,905 "," 2,053 "," 4,105 "," 14,369 "," 3,478 ",,
Utah,Wasatch County," 23,530 "," 5,064 "," 9,213 "," 5,064 ", 804 ," 1,661 ", 804 ," 9,213 "," 1,661 "," 8,433 ", 31 , 57 , 9 , 47 , 636 ," 1,044 ", 61 ," 4,654 ", 16 , 28 , 7 , 14 , 345 , 518 , 30 , 77 , -   , 3 , -   , -   , 5 , 4 , 1 ," 21,275 ", 79 , 181 , 29 , 98 , 197 , 688 , 71 ,,
Utah,Washington County," 138,115 "," 24,612 "," 45,513 "," 23,486 "," 7,324 "," 15,027 "," 7,041 "," 54,234 "," 18,294 "," 49,190 ", 274 , 392 , 395 , 635 ," 3,349 "," 4,759 "," 1,466 "," 28,828 ", 127 , 242 , 213 , 285 ," 1,251 "," 1,736 ", 765 ," 1,769 ", 1 , 32 , 5 , 18 , 89 , 130 , 115 ," 123,914 ", 790 , 982 ," 1,078 ", 568 ," 1,135 "," 3,973 "," 1,686 ",,
Utah,Wayne County," 2,778 ", 537 , 537 , 173 , 220 , 220 , 71 ," 1,354 ", 465 ," 1,283 ", 1 , 9 , 2 , 6 , 52 , 57 , 42 ," 1,262 ", 1 , 9 , 2 , 6 , 52 , 57 , 42 , 509 , 0 , 11 , 1 , 9 , 35 , 35 , 39 ," 2,634 ", 2 , 19 , 4 , 6 , 12 , 42 , 49 ,,
Utah,Weber County," 231,236 "," 30,808 "," 76,658 "," 30,733 "," 6,478 "," 20,071 "," 6,468 "," 84,673 "," 21,372 "," 74,774 ", 960 ," 1,031 ", 222 , 576 ," 7,110 "," 10,726 "," 2,268 "," 35,708 ", 292 , 378 , 84 , 177 ," 1,994 "," 3,029 ", 706 , 79 , 0 , 0 , -   , 0 , 4 , 5 , 1 ," 197,101 "," 3,136 "," 2,911 ", 614 ," 1,374 "," 2,747 "," 9,616 "," 2,608 ",,
Vermont,Addison County," 36,821 "," 1,147 "," 2,987 "," 1,146 ", 279 , 714 , 278 ," 16,649 "," 3,579 "," 15,873 ", 121 , 242 , 3 , 40 , 371 , 316 , 593 ," 13,575 ", 74 , 133 , 3 , 36 , 259 , 225 , 494 , 1 , -   , -   , -   , -   , 0 , -   , 0 ," 35,078 ", 283 , 532 , 6 , 46 , 92 , 323 , 682 ,,
Vermont,Bennington County," 37,125 "," 1,530 "," 3,267 "," 1,415 ", 517 ," 1,141 ", 492 ," 15,800 "," 4,541 "," 15,305 ", 103 , 114 , 7 , 37 , 233 , 213 , 816 ," 12,479 ", 78 , 87 , 2 , 26 , 192 , 166 , 567 , 110 , 0 , 3 , -   , 2 , 2 , 2 , 8 ," 35,858 ", 308 , 269 , 16 , 34 , 67 , 236 , 938 ,,
Vermont,Caledonia County," 31,227 ", 902 , 902 , -   , 261 , 261 , -   ," 12,474 "," 3,868 "," 12,100 ", 64 , 61 , 0 , 52 , 196 , 122 , 704 ," 10,238 ", 49 , 36 , 0 , 43 , 167 , 92 , 580 , 885 , 2 , -   , -   , 6 , 23 , 16 , 97 ," 30,138 ", 167 , 251 , 1 , 34 , 67 , 235 , 809 ,,
Vermont,Chittenden County," 156,545 "," 10,897 "," 33,113 "," 10,897 "," 1,955 "," 9,172 "," 1,955 "," 57,805 "," 13,328 "," 53,890 "," 1,044 "," 1,479 ", 12 , 140 ," 1,240 ", 978 ," 1,819 "," 31,664 ", 321 , 597 , 6 , 78 , 561 , 453 , 811 , -   , -   , -   , -   , -   , -   , -   , -   ," 144,752 "," 3,319 "," 4,399 ", 48 , 201 , 403 ," 1,409 "," 2,092 ",,
Vermont,Essex County," 6,306 ", 890 , 890 , -   , 316 , 316 , -   ," 3,152 "," 1,202 "," 3,068 ", 9 , 11 , -   , 18 , 46 , 29 , 227 ," 3,056 ", 9 , 11 , -   , 18 , 46 , 29 , 226 , 866 , 3 , 4 , -   , 13 , 26 , 15 , 112 ," 6,138 ", 18 , 22 , -   , 6 , 13 , 45 , 261 ,,
Vermont,Franklin County," 47,746 "," 2,200 "," 4,761 "," 2,054 ", 449 ," 1,031 ", 386 ," 19,973 "," 4,049 "," 19,147 ", 83 , 86 , 6 , 195 , 455 , 233 , 938 ," 14,739 ", 60 , 60 , 3 , 144 , 344 , 179 , 667 , 141 , 0 , 0 , -   , 1 , 9 , 12 , 29 ," 45,648 ", 213 , 231 , 14 , 82 , 164 , 574 ," 1,079 ",,
Vermont,Grand Isle County," 6,970 ", 94 , 94 , -   , 16 , 16 , -   ," 3,485 ", 670 ," 3,321 ", 12 , 10 , 2 , 33 , 107 , 40 , 113 ," 3,321 ", 12 , 10 , 2 , 33 , 107 , 40 , 113 , 91 , -   , -   , 1 , 0 , 5 , 3 , 7 ," 6,641 ", 25 , 21 , 4 , 14 , 28 , 98 , 129 ,,
Vermont,Lamoille County," 24,475 ", 112 , 112 , -   , 35 , 35 , -   ," 10,703 "," 3,417 "," 10,361 ", 62 , 50 , 1 , 42 , 187 , 137 , 526 ," 8,979 ", 46 , 34 , 0 , 35 , 158 , 109 , 452 , 108 , 0 , -   , -   , 2 , 5 , 2 , 12 ," 23,656 ", 149 , 125 , 4 , 27 , 54 , 189 , 605 ,,
Vermont,Orange County," 28,936 "," 1,413 "," 1,413 ", -   , 502 , 502 , -   ," 14,183 "," 4,077 "," 13,763 ", 54 , 68 , 1 , 41 , 255 , 138 , 695 ," 12,938 ", 52 , 58 , 1 , 35 , 233 , 126 , 635 ," 1,348 ", 10 , 10 , -   , 9 , 91 , 30 , 150 ," 28,077 ", 110 , 140 , 3 , 30 , 61 , 212 , 799 ,,
Vermont,Orleans County," 27,231 "," 1,378 "," 1,378 ", -   , 545 , 545 , -   ," 11,940 "," 4,306 "," 11,553 ", 67 , 36 , 5 , 49 , 231 , 131 , 746 ," 10,007 ", 53 , 28 , 4 , 41 , 200 , 108 , 625 ," 1,337 ", 3 , 8 , -   , 13 , 55 , 28 , 146 ," 26,310 ", 162 , 93 , 9 , 33 , 66 , 230 , 858 ,,
Vermont,Rutland County," 61,642 "," 5,586 "," 9,299 "," 4,690 "," 1,515 "," 2,771 "," 1,277 "," 25,171 "," 6,668 "," 24,515 ", 104 , 152 , 4 , 56 , 340 , 256 ," 1,055 "," 20,222 ", 78 , 110 , 3 , 44 , 270 , 193 , 755 , 885 , 1 , 3 , -   , 2 , 16 , 8 , 56 ," 59,829 ", 334 , 370 , 10 , 55 , 110 , 385 ," 1,214 ",,
Vermont,Washington County," 59,534 "," 5,262 "," 9,014 "," 4,743 "," 1,766 "," 2,855 "," 1,622 "," 23,951 "," 6,562 "," 23,097 ", 165 , 162 , 5 , 58 , 465 , 386 ," 1,115 "," 17,303 ", 93 , 93 , 3 , 43 , 321 , 235 , 780 , 500 , 2 , 7 , -   , 5 , 21 , 13 , 61 ," 57,192 ", 441 , 502 , 11 , 69 , 139 , 486 ," 1,282 ",,
Vermont,Windham County," 44,513 "," 2,046 "," 3,234 "," 2,041 ", 822 ," 1,325 ", 821 ," 18,157 "," 5,556 "," 17,451 ", 133 , 137 , 7 , 45 , 384 , 297 ," 1,101 "," 15,193 ", 99 , 110 , 6 , 37 , 322 , 249 , 897 , 5 , -   , -   , -   , -   , -   , -   , 1 ," 42,412 ", 421 , 463 , 21 , 60 , 120 , 419 ," 1,266 ",,
Vermont,Windsor County," 56,670 "," 1,472 "," 2,542 "," 1,472 ", 328 , 727 , 328 ," 24,774 "," 6,664 "," 23,900 ", 131 , 219 , 4 , 65 , 455 , 288 ," 1,234 "," 20,635 ", 109 , 175 , 3 , 53 , 374 , 242 ," 1,048 ", -   , -   , -   , -   , -   , -   , -   , -   ," 54,563 ", 327 , 529 , 13 , 62 , 124 , 433 ," 1,419 ",,
Virginia,Accomack County," 33,164 ", 364 , 364 , -   , 149 , 149 , -   ," 15,397 "," 6,618 "," 9,992 "," 4,432 ", 82 , 18 , 62 , 812 ," 1,286 ", 927 ," 8,775 "," 3,916 ", 73 , 15 , 58 , 716 ," 1,168 ", 841 , 357 , 2 , 3 , -   , -   , 6 , 2 , 23 ," 21,662 "," 9,303 ", 183 , 40 , 99 , 198 , 692 ," 1,066 ",,
Virginia,Albemarle County," 98,970 "," 5,894 "," 15,384 "," 5,725 "," 1,745 "," 4,447 "," 1,690 "," 39,888 "," 8,697 "," 33,167 "," 3,307 "," 1,512 ", 18 , 97 ," 1,787 "," 1,978 ", 637 ," 24,300 "," 1,965 ", 725 , 10 , 61 ," 1,051 "," 1,158 ", 381 , 141 , 21 , 2 , -   , -   , 12 , 16 , 8 ," 79,738 "," 9,600 "," 4,625 ", 52 , 248 , 496 ," 1,734 ", 732 ,,
Virginia,Alexandria city," 139,966 ", -   ," 14,329 ", -   , -   ," 2,249 ", -   ," 14,329 "," 2,249 "," 9,609 "," 2,475 ", 827 , 11 , 58 ," 1,349 "," 2,053 ", 234 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 85,186 "," 30,491 "," 8,432 ", 141 , 786 ," 1,572 "," 5,501 ", 269 ,,
Virginia,Alleghany County," 16,250 "," 1,332 "," 1,898 ", 957 , 641 , 928 , 533 ," 7,657 "," 2,919 "," 7,162 ", 340 , 17 , 5 , 15 , 119 , 83 , 424 ," 6,317 ", 211 , 10 , 3 , 13 , 89 , 67 , 338 , 368 , 1 , -   , -   , 0 , 10 , 6 , 18 ," 15,145 ", 761 , 37 , 11 , 15 , 30 , 104 , 487 ,,
Virginia,Amelia County," 12,690 "," 1,045 "," 1,045 ", -   , 390 , 390 , -   ," 6,323 "," 1,985 "," 4,654 "," 1,457 ", 14 , 2 , 28 , 169 , 145 , 256 ," 4,591 "," 1,419 ", 13 , 2 , 28 , 167 , 144 , 251 , 719 , 289 , 5 , -   , 14 , 55 , 43 , 87 ," 9,332 "," 2,932 ", 27 , 4 , 20 , 40 , 138 , 294 ,,
Virginia,Amherst County," 32,353 "," 1,831 "," 4,393 "," 1,381 ", 626 ," 1,649 ", 476 ," 14,637 "," 4,674 "," 11,298 "," 2,726 ", 61 , 3 , 135 , 414 , 285 , 506 ," 8,855 "," 2,110 ", 44 , 1 , 106 , 320 , 232 , 368 , 394 , 43 , -   , -   , 1 , 25 , 40 , 18 ," 24,829 "," 6,148 ", 154 , 7 , 61 , 122 , 425 , 582 ,,
Virginia,Appomattox County," 14,973 ", 554 , 554 , -   , 153 , 153 , -   ," 7,354 "," 2,305 "," 5,693 "," 1,482 ", 17 , 2 , 16 , 144 , 82 , 442 ," 5,378 "," 1,407 ", 17 , 2 , 15 , 138 , 78 , 404 , 452 , 87 , 9 , -   , 5 , 17 , 14 , 61 ," 11,597 "," 3,007 ", 35 , 4 , 17 , 33 , 116 , 508 ,,
Virginia,Arlington County," 207,627 "," 2,400 "," 30,383 "," 2,400 ", 81 ," 4,058 ", 81 ," 30,383 "," 4,058 "," 23,003 "," 2,671 "," 2,315 ", 26 , 100 ," 2,268 "," 3,510 ", 385 ," 2,130 ", 90 , 83 , 3 , 6 , 88 , 119 , 5 , -   , -   , -   , -   , -   , -   , -   , -   ," 148,970 "," 17,632 "," 19,931 ", 171 ," 1,046 "," 2,092 "," 7,323 ", 443 ,,
Virginia,Augusta County," 73,750 "," 10,819 "," 13,160 "," 9,955 "," 2,767 "," 3,385 "," 2,477 "," 34,407 "," 9,352 "," 32,139 "," 1,365 ", 160 , 7 , 77 , 659 , 692 , 982 ," 27,602 "," 1,152 ", 119 , 6 , 63 , 537 , 510 , 812 , 842 , 11 , 3 , -   , 2 , 17 , 12 , 63 ," 68,848 "," 2,930 ", 368 , 15 , 79 , 159 , 556 ," 1,129 ",,
Virginia,Bath County," 4,731 ", 502 , 502 , -   , 248 , 248 , -   ," 2,258 ", 973 ," 2,112 ", 108 , 3 , -   , 3 , 32 , 50 , 97 ," 2,074 ", 107 , 3 , -   , 3 , 32 , 50 , 95 , 490 , 3 , 2 , -   , 0 , 16 , 15 , 42 ," 4,432 ", 222 , 7 , -   , 4 , 7 , 25 , 111 ,,
Virginia,Bedford County," 74,898 "," 3,277 "," 6,557 "," 2,477 ", 553 ," 1,444 ", 394 ," 35,051 "," 8,220 "," 31,863 "," 2,205 ", 331 , 7 , 92 , 553 , 542 , 936 ," 28,210 "," 1,699 ", 269 , 6 , 86 , 463 , 447 , 774 , 720 , 67 , 4 , -   , 6 , 14 , 9 , 41 ," 67,530 "," 5,198 ", 748 , 15 , 70 , 141 , 492 ," 1,076 ",,
Virginia,Bland County," 6,824 ", 666 , 666 , -   , 177 , 177 , -   ," 3,311 ", 854 ," 3,159 ", 114 , 9 , 1 , 0 , 28 , 19 , 122 ," 3,026 ", 114 , 8 , 1 , 0 , 28 , 18 , 116 , 581 , 80 , -   , -   , 1 , 10 , 15 , 32 ," 6,517 ", 228 , 18 , 1 , 3 , 6 , 21 , 141 ,,
Virginia,Botetourt County," 33,148 "," 7,584 "," 8,289 "," 4,696 "," 1,798 "," 1,907 ", 943 ," 15,951 "," 3,655 "," 15,143 ", 488 , 85 , 1 , 43 , 192 , 173 , 279 ," 13,651 ", 448 , 75 , 1 , 40 , 185 , 161 , 261 ," 2,775 ", 57 , 8 , -   , 18 , 85 , 42 , 148 ," 31,469 "," 1,005 ", 175 , 3 , 25 , 50 , 174 , 320 ,,
Virginia,Bristol city," 17,835 "," 2,259 "," 6,510 "," 2,259 "," 1,234 "," 3,256 "," 1,234 "," 6,510 "," 3,256 "," 5,874 ", 416 , 33 , 2 , 22 , 163 , 83 , 618 ," 1,970 ", 204 , 7 , 0 , 12 , 67 , 33 , 259 , -   , -   , -   , -   , -   , -   , -   , -   ," 16,214 "," 1,009 ", 122 , 4 , 24 , 49 , 170 , 710 ,,
Virginia,Brunswick County," 17,434 "," 2,879 "," 3,318 "," 2,146 ", 877 ," 1,099 ", 638 ," 8,071 "," 3,106 "," 3,369 "," 4,524 ", 21 , 1 , 18 , 138 , 138 , 642 ," 3,184 "," 4,240 ", 20 , 1 , 17 , 131 , 133 , 577 , 325 , 394 , 1 , -   , 3 , 22 , 16 , 113 ," 7,048 "," 9,992 ", 49 , 7 , 17 , 34 , 118 , 738 ,,
Virginia,Buchanan County," 24,098 ", 228 , 228 , -   , 134 , 134 , -   ," 11,649 "," 5,996 "," 11,302 ", 258 , 22 , 1 , 9 , 56 , 33 , 967 ," 10,892 ", 254 , 19 , 1 , 9 , 50 , 31 , 931 , 225 , 0 , -   , -   , 3 , 1 , 1 , 44 ," 23,271 ", 616 , 53 , 2 , 8 , 16 , 55 ," 1,112 ",,
Virginia,Buckingham County," 17,146 "," 1,116 "," 1,116 ", -   , 429 , 429 , -   ," 8,362 "," 3,460 "," 5,196 "," 2,926 ", 31 , 1 , 22 , 186 , 142 , 431 ," 5,148 "," 2,894 ", 31 , 1 , 22 , 186 , 142 , 426 , 829 , 247 , 15 , 0 , 8 , 57 , 54 , 131 ," 10,644 "," 6,014 ", 63 , 2 , 21 , 42 , 148 , 496 ,,
Virginia,Buena Vista city," 6,650 "," 3,189 "," 3,321 "," 3,189 "," 1,661 "," 1,735 "," 1,661 "," 3,321 "," 1,735 "," 3,021 ", 174 , 14 , 6 , 37 , 70 , 52 , 175 ," 2,897 ", 170 , 14 , 6 , 34 , 68 , 49 , 168 , -   , -   , -   , -   , -   , -   , -   , -   ," 6,050 ", 347 , 29 , 12 , 11 , 21 , 74 , 201 ,,
Virginia,Campbell County," 54,842 "," 2,221 "," 5,892 "," 2,047 ", 612 ," 1,856 ", 570 ," 24,816 "," 7,807 "," 20,505 "," 3,448 ", 225 , 8 , 68 , 561 , 366 ," 1,037 "," 16,605 "," 2,772 ", 122 , 7 , 60 , 412 , 251 , 848 , 126 , 40 , -   , -   , 3 , 14 , 5 , 25 ," 45,024 "," 7,767 ", 546 , 16 , 74 , 149 , 521 ," 1,192 ",,
Virginia,Caroline County," 28,545 ", 756 , 756 , -   , 217 , 217 , -   ," 13,537 "," 3,567 "," 8,821 "," 3,994 ", 83 , 11 , 105 , 522 , 454 , 489 ," 8,353 "," 3,773 ", 74 , 8 , 103 , 487 , 425 , 470 , 515 , 198 , 7 , 0 , 42 , 36 , 15 , 93 ," 18,649 "," 8,375 ", 178 , 22 , 66 , 132 , 462 , 562 ,,
Virginia,Carroll County," 30,042 ", 769 , 769 , -   , 255 , 255 , -   ," 14,438 "," 5,025 "," 14,029 ", 81 , 22 , 1 , 31 , 273 , 372 , 705 ," 13,189 ", 74 , 16 , 1 , 30 , 241 , 321 , 660 , 756 , 2 , 6 , -   , 3 , 14 , 17 , 51 ," 29,168 ", 178 , 53 , 5 , 32 , 64 , 223 , 811 ,,
